ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
1569 029 121407,1569,029,1028 N COLLINGTON AVE,12/14/2007,MIDDLE EAST,EASTERN,13,"(39.30295778, -76.58716995)"
1570 003 100416,1570,003,2205 E CHASE ST,10/04/2016,Middle East,Eastern,13,"(39.30333583, -76.5867037)"
1570 014 061416,1570,014,2227 E CHASE ST,06/14/2016,MIDDLE EAST,EASTERN,13,"(39.30335663, -76.58615946)"
5770 007 053119,5770,007,3109 WISTERIA AVE,05/31/2019,Glenham-Belhar,Notheastern,3,"(39.35084509, -76.55892362)"
1570 032 070217,1570,032,1024 N PATTERSON PARK AVE,07/02/2017,Middle East,Eastern,13,"(39.30292595, -76.5856218)"
1570 036 072516,1570,036,1016 N PATTERSON PARK AVE,07/25/2016,MIDDLE EAST,EASTERN,13,"(39.30278441, -76.58561524)"
1570 037 070217,1570,037,1014 N PATTERSON PARK AVE,07/02/2017,Middle East,Eastern,13,"(39.30274863, -76.58561328)"
1570 044 102416,1570,044,1000 N PATTERSON PARK AVE,10/24/2016,Middle East,Eastern,13,"(39.30248396, -76.58558009)"
1570 047 093005,1570,047,2202 PRENTISS PL,09/30/2005,MIDDLE EAST,EASTERN,13,"(39.30310482, -76.58674322)"
1570 049 093005,1570,049,2206 PRENTISS PL,09/30/2005,MIDDLE EAST,EASTERN,13,"(39.3031082, -76.58665413)"
1570 052 051606,1570,052,2212 PRENTISS PL,05/16/2006,MIDDLE EAST,EASTERN,13,"(39.30311323, -76.58652315)"
1570 053 052507,1570,053,2214 PRENTISS PL,05/25/2007,MIDDLE EAST,EASTERN,13,"(39.30311488, -76.58647892)"
1570 054 052407,1570,054,2216 PRENTISS PL,05/24/2007,MIDDLE EAST,EASTERN,13,"(39.30311656, -76.58643517)"
1570 055 052507,1570,055,2218 PRENTISS PL,05/25/2007,MIDDLE EAST,EASTERN,13,"(39.30311818, -76.58639276)"
1570 056 052507,1570,056,2220 PRENTISS PL,05/25/2007,MIDDLE EAST,EASTERN,13,"(39.30311987, -76.58634838)"
1570 058 012611,1570,058,2224 PRENTISS PL,01/26/2011,MIDDLE EAST,EASTERN,13,"(39.30312322, -76.58626058)"
1570 059 042313,1570,059,2226 PRENTISS PL,04/23/2013,MIDDLE EAST,EASTERN,13,"(39.30312488, -76.586217)"
1570 063 121508,1570,063,2234 PRENTISS PL,12/15/2008,MIDDLE EAST,EASTERN,13,"(39.3031316, -76.58604072)"
1570 065 040908,1570,065,2238 PRENTISS PL,04/09/2008,MIDDLE EAST,EASTERN,13,"(39.30313492, -76.5859533)"
1570 066 120808,1570,066,2240 PRENTISS PL,12/08/2008,MIDDLE EAST,EASTERN,13,"(39.30313668, -76.58590625)"
1573 012 040916,1573,012,1039 N MILTON AVE,04/09/2016,BIDDLE STREET,EASTERN,13,"(39.30328948, -76.58233243)"
1573 015 121708,1573,015,1045 N MILTON AVE,12/17/2008,BIDDLE STREET,EASTERN,13,"(39.30340562, -76.58233817)"
1573 016 100810,1573,016,1047 N MILTON AVE,10/08/2010,BIDDLE STREET,EASTERN,13,"(39.3034446, -76.58233943)"
1573 017 062310,1573,017,1049 N MILTON AVE,06/23/2010,BIDDLE STREET,EASTERN,13,"(39.30348147, -76.58234143)"
1573 018 022908,1573,018,1051 N MILTON AVE,02/29/2008,BIDDLE STREET,EASTERN,13,"(39.30351833, -76.58234315)"
1573 036 051216,1573,036,2523 E CHASE ST,05/12/2016,BIDDLE STREET,EASTERN,13,"(39.30354662, -76.58148163)"
1574 048 041714,1574,048,2642 BERYL AVE,04/17/2014,BIDDLE STREET,EASTERN,13,"(39.30332967, -76.57999433)"
1590 023 012005,1590,023,945 N PATTERSON PARK AVE,01/20/2005,MILTON-MONTFORD,EASTERN,13,"(39.30181532, -76.58506403)"
1576 007J 070917,1576,007J,2820 E CHASE ST,07/09/2017,Biddle Street,Eastern,13,"(39.30406371, -76.57770534)"
1590 004 121316,1590,004,907 N PATTERSON PARK AVE,12/13/2016,Milton-Montford,Eastern,13,"(39.30108539, -76.58502066)"
1590 009 040416,1590,009,917 N PATTERSON PARK AVE,04/04/2016,MILTON-MONTFORD,EASTERN,13,"(39.30127766, -76.58503241)"
1590 012 112912,1590,012,923 N PATTERSON PARK AVE,11/29/2012,MILTON-MONTFORD,EASTERN,13,"(39.30139336, -76.58503757)"
1590 091 013015,1590,091,925 N BRADFORD ST,01/30/2015,MILTON-MONTFORD,EASTERN,13,"(39.301613, -76.58440434)"
1590 101 081214,1590,101,905 N BRADFORD ST,08/12/2014,MILTON-MONTFORD,EASTERN,13,"(39.30128012, -76.58438704)"
1591 066 012215,1591,066,2410 ASHLAND AVE,01/22/2015,MILTON-MONTFORD,EASTERN,13,"(39.30110297, -76.58347817)"
1591 086 060616,1591,086,906 N MILTON AVE,06/06/2016,MILTON-MONTFORD,EASTERN,13,"(39.30137544, -76.58270411)"
1591 093 022117,1591,093,915 N PORT ST,02/21/2017,Milton-Montford,Eastern,13,"(39.30149872, -76.58298856)"
1592 007 091814,1592,007,2512 E EAGER ST,09/18/2014,MILTON-MONTFORD,EASTERN,13,"(39.30202579, -76.58206404)"
5772 009 092118,5772,009,5503 RICHARD AVE,09/21/2018,Glenham-Belhar,Notheastern,3,"(39.35168795, -76.56043908)"
5774A001C 020418,5774A,001C,3202 GIBBONS AVE,02/04/2018,Waltherson,Notheastern,3,"(39.34922481, -76.55977725)"
5780 001 032018,5780,001,3601 HAMILTON AVE,03/20/2018,Waltherson,Notheastern,2,"(39.34665978, -76.5545616)"
5788 012 101117,5788,012,3501 FRANKFORD AVE,10/11/2017,Waltherson,Notheastern,3,"(39.34660615, -76.55690206)"
5804 006 011319,5804,006,3311 RUECKERT AVE,01/13/2019,Waltherson,Notheastern,3,"(39.34578741, -76.56138589)"
5804 026 031319,5804,026,3003 RUECKERT AVE,03/13/2019,Waltherson,Notheastern,3,"(39.34728328, -76.56463516)"
5804 030 010419,5804,030,5011 HARFORD ROAD,01/04/2019,Waltherson,Notheastern,3,"(39.34696532, -76.56487169)"
1592 010 060211,1592,010,2518 E EAGER ST,06/02/2011,MILTON-MONTFORD,EASTERN,13,"(39.30203047, -76.5819256)"
1592 013 081214,1592,013,2524 E EAGER ST,08/12/2014,MILTON-MONTFORD,EASTERN,13,"(39.30203785, -76.58178787)"
1592 015 121715,1592,015,2528 E EAGER ST,12/17/2015,MILTON-MONTFORD,EASTERN,13,"(39.30203889, -76.58169556)"
1592 017 052714,1592,017,2532 E EAGER ST,05/27/2014,MILTON-MONTFORD,EASTERN,13,"(39.30204217, -76.58160217)"
1592 018 091814,1592,018,2534 E EAGER ST,09/18/2014,MILTON-MONTFORD,EASTERN,13,"(39.30204457, -76.58155793)"
1592 019 032316,1592,019,2536 E EAGER ST,03/23/2016,MILTON-MONTFORD,EASTERN,13,"(39.3020481, -76.58151278)"
1592 020 042913,1592,020,2538 E EAGER ST,04/29/2013,MILTON-MONTFORD,EASTERN,13,"(39.30204809, -76.58146717)"
1592 022 011415,1592,022,2542 E EAGER ST,01/14/2015,MILTON-MONTFORD,EASTERN,13,"(39.30205368, -76.58137499)"
1592 024 012915,1592,024,2546 E EAGER ST,01/29/2015,MILTON-MONTFORD,EASTERN,13,"(39.30205806, -76.58128328)"
1592 038 053014,1592,038,900 N LUZERNE AVE,05/30/2014,MILTON-MONTFORD,EASTERN,13,"(39.30133412, -76.58127881)"
1592 041 050517,1592,041,2538 ASHLAND AVE,05/05/2017,Milton-Montford,Eastern,13,"(39.30119117, -76.58127731)"
1592 058 012915,1592,058,921 N ROSE ST,01/29/2015,MILTON-MONTFORD,EASTERN,13,"(39.30166354, -76.58156701)"
1592 061 040416,1592,061,915 N ROSE ST,04/04/2016,MILTON-MONTFORD,EASTERN,13,"(39.30156182, -76.58155944)"
1592 066 053014,1592,066,905 N ROSE ST,05/30/2014,MILTON-MONTFORD,EASTERN,13,"(39.30139325, -76.58154717)"
1592 068 071015,1592,068,901 N ROSE ST,07/10/2015,MILTON-MONTFORD,EASTERN,13,"(39.3013227, -76.5815428)"
1595 091 070217,1595,091,921 N STREEPER ST,07/02/2017,Madison-Eastend,Eastern,13,"(39.30189172, -76.57735232)"
1597 001 113010,1597,001,3000 E MADISON ST,11/30/2010,MADISON-EASTEND,EASTERN,13,"(39.30143665, -76.57459048)"
1604 028 102907,1604,028,2011 ASHLAND AVE,10/29/2007,MIDDLE EAST,EASTERN,13,"(39.30051083, -76.5889931)"
1604 029 031209,1604,029,2013 ASHLAND AVE,03/12/2009,MIDDLE EAST,EASTERN,13,"(39.30051403, -76.58894184)"
1604 032 022213,1604,032,2019 ASHLAND AVE,02/22/2013,MIDDLE EAST,EASTERN,13,"(39.30052723, -76.58859866)"
1604 033 080315,1604,033,2021 ASHLAND AVE,08/03/2015,MIDDLE EAST,EASTERN,13,"(39.30049903, -76.58849163)"
1604 044B 072312,1604,044B,2014 E MADISON ST,07/23/2012,MIDDLE EAST,EASTERN,13,"(39.29977074, -76.58858541)"
1604 048 011607,1604,048,2006 E MADISON ST,01/16/2007,MIDDLE EAST,EASTERN,13,"(39.29982939, -76.58904501)"
1604 049 090911,1604,049,2004 E MADISON ST,09/09/2011,MIDDLE EAST,EASTERN,13,"(39.29982751, -76.58909485)"
1604 050 090911,1604,050,2002 E MADISON ST,09/09/2011,MIDDLE EAST,EASTERN,13,"(39.29982564, -76.58914395)"
1604 052 032310,1604,052,800 N CASTLE ST,03/23/2010,MIDDLE EAST,EASTERN,13,"(39.29997991, -76.58904843)"
1604 053 060513,1604,053,802 N CASTLE ST,06/05/2013,MIDDLE EAST,EASTERN,13,"(39.30001497, -76.58904971)"
1604 054 060513,1604,054,804 N CASTLE ST,06/05/2013,MIDDLE EAST,EASTERN,13,"(39.3000495, -76.58905192)"
1604 055 091410,1604,055,806 N CASTLE ST,09/14/2010,MIDDLE EAST,EASTERN,13,"(39.30008389, -76.58905418)"
1606 048 111009,1606,048,810 N PATTERSON PARK AVE,11/10/2009,MIDDLE EAST,EASTERN,13,"(39.30008252, -76.585477)"
1606 052 072012,1606,052,802 N PATTERSON PARK AVE,07/20/2012,MIDDLE EAST,EASTERN,13,"(39.29992875, -76.58546617)"
1606 060 110804,1606,060,2220 E MADISON ST,11/08/2004,MIDDLE EAST,EASTERN,13,"(39.29993952, -76.58610793)"
1606 061 022509,1606,061,2218 E MADISON ST,02/25/2009,MIDDLE EAST,EASTERN,13,"(39.29993927, -76.58615309)"
1606 062 090211,1606,062,2216 E MADISON ST,09/02/2011,MIDDLE EAST,EASTERN,13,"(39.29993752, -76.58619875)"
1606 063 040512,1606,063,2214 E MADISON ST,04/05/2012,MIDDLE EAST,EASTERN,13,"(39.29993601, -76.58624487)"
1606 064 051116,1606,064,2212 E MADISON ST,05/11/2016,MIDDLE EAST,EASTERN,13,"(39.29993562, -76.58628962)"
1606 069 012012,1606,069,808 N MADEIRA ST,01/20/2012,MIDDLE EAST,EASTERN,13,"(39.3002171, -76.58619242)"
1606 075 120308,1606,075,820 N MADEIRA ST,12/03/2008,MIDDLE EAST,EASTERN,13,"(39.30041372, -76.58620268)"
1606 078 021315,1606,078,837 N MADEIRA ST,02/13/2015,MIDDLE EAST,EASTERN,13,"(39.30071667, -76.58581656)"
1606 079 072712,1606,079,835 N MADEIRA ST,07/27/2012,MIDDLE EAST,EASTERN,13,"(39.30068097, -76.58582006)"
1606 080 011509,1606,080,833 N MADEIRA ST,01/15/2009,MIDDLE EAST,EASTERN,13,"(39.30064904, -76.5858155)"
1606 081 030311,1606,081,831 N MADEIRA ST,03/03/2011,MIDDLE EAST,EASTERN,13,"(39.30061595, -76.58581292)"
1606 082 072211,1606,082,829 N MADEIRA ST,07/22/2011,MIDDLE EAST,EASTERN,13,"(39.30058307, -76.58581349)"
1606 083 030311,1606,083,827 N MADEIRA ST,03/03/2011,MIDDLE EAST,EASTERN,13,"(39.30054991, -76.58580828)"
1606 084 081610,1606,084,825 N MADEIRA ST,08/16/2010,MIDDLE EAST,EASTERN,13,"(39.30051656, -76.5858073)"
1606 086 101014,1606,086,821 N MADEIRA ST,10/10/2014,MIDDLE EAST,EASTERN,13,"(39.30045071, -76.58580386)"
1606 091 102015,1606,091,811 N MADEIRA ST,10/20/2015,MIDDLE EAST,EASTERN,13,"(39.30028705, -76.58579301)"
1606 092 092011,1606,092,809 N MADEIRA ST,09/20/2011,MIDDLE EAST,EASTERN,13,"(39.30025215, -76.58579304)"
1606 093 072612,1606,093,807 N MADEIRA ST,07/26/2012,MIDDLE EAST,EASTERN,13,"(39.30021685, -76.5857905)"
1606 095 060410,1606,095,803 N MADEIRA ST,06/04/2010,MIDDLE EAST,EASTERN,13,"(39.30014386, -76.58578743)"
5804 102 092017,5804,102,5006 ROSS ROAD,09/20/2017,Waltherson,Notheastern,3,"(39.34570405, -76.56271754)"
1607 034 100416,1607,034,2321 ASHLAND AVE,10/04/2016,Milton-Montford,Eastern,13,"(39.30070757, -76.58423282)"
1607 055 081811,1607,055,2324 E MADISON ST,08/18/2011,MILTON-MONTFORD,EASTERN,13,"(39.30001538, -76.58409064)"
1607 061 042011,1607,061,2312 E MADISON ST,04/20/2011,MILTON-MONTFORD,EASTERN,13,"(39.30000337, -76.58438756)"
1607 062 042011,1607,062,2310 E MADISON ST,04/20/2011,MILTON-MONTFORD,EASTERN,13,"(39.30000485, -76.58443724)"
1607 063 030907,1607,063,2306 E MADISON ST,03/09/2007,MILTON-MONTFORD,EASTERN,13,"(39.30000258, -76.58458056)"
1607 071 061214,1607,071,806 N BRADFORD ST,06/12/2014,MILTON-MONTFORD,EASTERN,13,"(39.30024486, -76.58466694)"
1607 072 073115,1607,072,808 N BRADFORD ST,07/31/2015,MILTON-MONTFORD,EASTERN,13,"(39.30027707, -76.5846691)"
1607 073 012406,1607,073,810 N BRADFORD ST,01/24/2006,MILTON-MONTFORD,EASTERN,13,"(39.3003099, -76.58467479)"
1607 074 071015,1607,074,812 N BRADFORD ST,07/10/2015,MILTON-MONTFORD,EASTERN,13,"(39.30034379, -76.58467348)"
1607 075 112114,1607,075,814 N BRADFORD ST,11/21/2014,MILTON-MONTFORD,EASTERN,13,"(39.30037568, -76.58467512)"
1607 080 072317,1607,080,824 N BRADFORD ST,07/23/2017,Milton-Montford,Eastern,13,"(39.30054054, -76.58468917)"
1607 085 110714,1607,085,819 N BRADFORD ST,11/07/2014,MILTON-MONTFORD,EASTERN,13,"(39.30043067, -76.58436615)"
1608 014 082916,1608,014,827 N MONTFORD AVE,08/29/2016,Milton-Montford,Eastern,13,"(39.30044, -76.58357194)"
1609 065 040808,1609,065,2504 E MADISON ST,04/08/2008,MILTON-MONTFORD,EASTERN,13,"(39.30011449, -76.58186083)"
1609 069 041608,1609,069,802 N ROSE ST,04/16/2008,MILTON-MONTFORD,EASTERN,13,"(39.30030024, -76.58186545)"
1609 070 071307,1609,070,804 N ROSE ST,07/13/2007,MILTON-MONTFORD,EASTERN,13,"(39.30033496, -76.58186742)"
1609 071 052117,1609,071,806 N ROSE ST,05/21/2017,Milton-Montford,Eastern,13,"(39.30036995, -76.58186978)"
1609 072 062916,1609,072,808 N ROSE ST,06/29/2016,MILTON-MONTFORD,EASTERN,13,"(39.30040491, -76.58187225)"
1609 075 072706,1609,075,814 N ROSE ST,07/27/2006,MILTON-MONTFORD,EASTERN,13,"(39.30051024, -76.58187983)"
1609 079 031908,1609,079,822 N ROSE ST,03/19/2008,MILTON-MONTFORD,EASTERN,13,"(39.30065082, -76.58188867)"
1609 084 013007,1609,084,815 N ROSE ST,01/30/2007,MILTON-MONTFORD,EASTERN,13,"(39.30052507, -76.58150709)"
1609 085 120216,1609,085,813 N ROSE ST,12/02/2016,Milton-Montford,Eastern,13,"(39.30048991, -76.58150301)"
1609 089 080715,1609,089,805 N ROSE ST,08/07/2015,MILTON-MONTFORD,EASTERN,13,"(39.30035025, -76.58149369)"
1610 023 051816,1610,023,845 N LUZERNE AVE,05/18/2016,MADISON-EASTEND,EASTERN,13,"(39.30091643, -76.58075605)"
1610 029 071015,1610,029,2623 ASHLAND AVE,07/10/2015,MADISON-EASTEND,EASTERN,13,"(39.30085745, -76.58017643)"
1610 029C 010612,1610,029C,2629 ASHLAND AVE,01/06/2012,MADISON-EASTEND,EASTERN,13,"(39.30086293, -76.58005013)"
1610 040 052917,1610,040,812 N LAKEWOOD AVE,05/29/2017,Madison-Eastend,Eastern,13,"(39.30034267, -76.57980315)"
1610 073 071414,1610,073,815 N GLOVER ST,07/14/2014,MADISON-EASTEND,EASTERN,13,"(39.30056698, -76.58009417)"
1611 019E 102214,1611,019E,2731 ASHLAND AVE,10/22/2014,MADISON-EASTEND,EASTERN,13,"(39.30091867, -76.57853578)"
1611 036 070917,1611,036,800 N KENWOOD AVE,07/09/2017,Madison-Eastend,Eastern,13,"(39.30017108, -76.57837942)"
1611 050 102307,1611,050,806 N BELNORD AVE,10/23/2007,MADISON-EASTEND,EASTERN,13,"(39.30045265, -76.57904789)"
1613 022 042216,1613,022,2920 E MADISON ST,04/22/2016,MADISON-EASTEND,EASTERN,13,"(39.30034297, -76.57611626)"
1613 028 070217,1613,028,800 N CURLEY ST,07/02/2017,Madison-Eastend,Eastern,13,"(39.30048711, -76.57621895)"
1613 046 072716,1613,046,815 N CURLEY ST,07/27/2016,MADISON-EASTEND,EASTERN,13,"(39.30073718, -76.57586319)"
1621 036 052010,1621,036,718 N COLLINGTON AVE,05/20/2010,MIDDLE EAST,EASTERN,13,"(39.29937632, -76.5869452)"
1621 037 102416,1621,037,716 N COLLINGTON AVE,10/24/2016,Middle East,Eastern,13,"(39.29933909, -76.58694309)"
1621 064 070811,1621,064,712 N DUNCAN ST,07/08/2011,MIDDLE EAST,EASTERN,13,"(39.29922375, -76.58740023)"
1621 065 071709,1621,065,714 N DUNCAN ST,07/17/2009,MIDDLE EAST,EASTERN,13,"(39.29925727, -76.58740058)"
1621 074 070114,1621,074,715 N DUNCAN ST,07/01/2014,MIDDLE EAST,EASTERN,13,"(39.29925271, -76.5871756)"
1621 075 041608,1621,075,713 N DUNCAN ST,04/16/2008,MIDDLE EAST,EASTERN,13,"(39.29922135, -76.58717335)"
1621 076 082311,1621,076,711 N DUNCAN ST,08/23/2011,MIDDLE EAST,EASTERN,13,"(39.29919079, -76.58717174)"
1621 077 120216,1621,077,709 N DUNCAN ST,12/02/2016,Middle East,Eastern,13,"(39.29915959, -76.5871712)"
1622 009 070217,1622,009,734 N PATTERSON PARK AVE,07/02/2017,Middle East,Eastern,13,"(39.29943772, -76.58543676)"
1622 010 052308,1622,010,736 N PATTERSON PARK AVE,05/23/2008,MIDDLE EAST,EASTERN,13,"(39.29947529, -76.58544359)"
1622 017 120716,1622,017,2231 E MADISON ST,12/07/2016,Middle East,Eastern,13,"(39.29957385, -76.58570123)"
1623 011 092608,1623,011,2331 E MADISON ST,09/26/2008,MILTON-MONTFORD,EASTERN,13,"(39.29966205, -76.58392079)"
1623 012 042516,1623,012,2329 E MADISON ST,04/25/2016,MILTON-MONTFORD,EASTERN,13,"(39.29965944, -76.58396869)"
1623 015 042011,1623,015,2323 E MADISON ST,04/20/2011,MILTON-MONTFORD,EASTERN,13,"(39.2996535, -76.58411817)"
1623 017 040811,1623,017,2319 E MADISON ST,04/08/2011,MILTON-MONTFORD,EASTERN,13,"(39.29965074, -76.58421648)"
1623 018 042011,1623,018,2317 E MADISON ST,04/20/2011,MILTON-MONTFORD,EASTERN,13,"(39.29964892, -76.58426618)"
1623 025 101916,1623,025,2303 E MADISON ST,10/19/2016,Milton-Montford,Eastern,13,"(39.29959754, -76.58468354)"
1622 025 020816,1622,025,2215 E MADISON ST,02/08/2016,MIDDLE EAST,EASTERN,13,"(39.29955984, -76.58622305)"
1623 038 033007,1623,038,723 N PATTERSON PARK AVE,03/30/2007,MILTON-MONTFORD,EASTERN,13,"(39.29927196, -76.58490295)"
1623 040 043007,1623,040,719 N PATTERSON PARK AVE,04/30/2007,MILTON-MONTFORD,EASTERN,13,"(39.29919644, -76.58489795)"
1624 004 081712,1624,004,2406 E MONUMENT ST,08/17/2012,MILTON-MONTFORD,EASTERN,13,"(39.29897949, -76.58343749)"
1624 005 112116,1624,005,2408 E MONUMENT ST,11/21/2016,Milton-Montford,Eastern,13,"(39.29898355, -76.58339207)"
1624 006 050216,1624,006,2410 E MONUMENT ST,05/02/2016,MILTON-MONTFORD,EASTERN,13,"(39.29898449, -76.58334552)"
1624 017 061516,1624,017,2432 E MONUMENT ST,06/15/2016,MILTON-MONTFORD,EASTERN,13,"(39.29901231, -76.58269446)"
1624 029 060711,1624,029,712 N MILTON AVE,06/07/2011,MILTON-MONTFORD,EASTERN,13,"(39.29937965, -76.58258237)"
1624 035 092316,1624,035,2435 E MADISON ST,09/23/2016,Milton-Montford,Eastern,13,"(39.29969986, -76.58261071)"
1624 036 090707,1624,036,2431 E MADISON ST,09/07/2007,MILTON-MONTFORD,EASTERN,13,"(39.29969383, -76.58276805)"
1624 063 061315,1624,063,701 N MONTFORD AVE,06/13/2015,MILTON-MONTFORD,EASTERN,13,"(39.29912336, -76.58349324)"
1624 088 050710,1624,088,703 N PORT ST,05/07/2010,MILTON-MONTFORD,EASTERN,13,"(39.29918079, -76.58284588)"
1625 001 022217,1625,001,701 N MILTON AVE,02/22/2017,Milton-Montford,Eastern,13,"(39.29896257, -76.58206159)"
1625 011 013015,1625,011,721 N MILTON AVE,01/30/2015,MILTON-MONTFORD,EASTERN,13,"(39.2993261, -76.58208405)"
1625 012 102416,1625,012,723 N MILTON AVE,10/24/2016,Milton-Montford,Eastern,13,"(39.29936248, -76.58208585)"
1625 046 061717,1625,046,710 N LUZERNE AVE,06/17/2017,Milton-Montford,Eastern,13,"(39.29941795, -76.58116044)"
1625 080 041709,1625,080,724 N ROSE ST,04/17/2009,MILTON-MONTFORD,EASTERN,13,"(39.29959185, -76.58182263)"
1625 084 121515,1625,084,719 N ROSE ST,12/15/2015,MILTON-MONTFORD,EASTERN,13,"(39.29950946, -76.5814411)"
1625 090 081314,1625,090,707 N ROSE ST,08/13/2014,MILTON-MONTFORD,EASTERN,13,"(39.29931158, -76.58142915)"
1626 035 092716,1626,035,722 N LAKEWOOD AVE,09/27/2016,Madison-Eastend,Eastern,13,"(39.29967425, -76.57976203)"
1626 046 071316,1626,046,700 N LAKEWOOD AVE,07/13/2016,MADISON-EASTEND,EASTERN,13,"(39.29927353, -76.57973908)"
1626 051 071316,1626,051,2634 E MONUMENT ST,07/13/2016,MADISON-EASTEND,EASTERN,13,"(39.29912934, -76.57982009)"
1626 060 082214,1626,060,2616 E MONUMENT ST,08/22/2014,MADISON-EASTEND,EASTERN,13,"(39.29910196, -76.58038136)"
1626 061 061412,1626,061,2614 E MONUMENT ST,06/14/2012,MADISON-EASTEND,EASTERN,13,"(39.29910238, -76.58042673)"
1626 073 042916,1626,073,708 N GLOVER ST,04/29/2016,MADISON-EASTEND,EASTERN,13,"(39.29937993, -76.58039225)"
1627 017 020217,1627,017,733 N LAKEWOOD AVE,02/02/2017,Madison-Eastend,Eastern,13,"(39.29966537, -76.57927397)"
1627 018 070217,1627,018,735 N LAKEWOOD AVE,07/02/2017,Madison-Eastend,Eastern,13,"(39.29970141, -76.57927616)"
1627 029 010412,1627,029,2725 E MADISON ST,01/04/2012,MADISON-EASTEND,EASTERN,13,"(39.29985998, -76.57863766)"
1627 068 080316,1627,068,708 N BELNORD AVE,08/03/2016,MADISON-EASTEND,EASTERN,13,"(39.29943627, -76.57898409)"
1627 073 102307,1627,073,718 N BELNORD AVE,10/23/2007,MADISON-EASTEND,EASTERN,13,"(39.29960449, -76.57899434)"
1628 023 050311,1628,023,745 N KENWOOD AVE,05/03/2011,MADISON-EASTEND,EASTERN,13,"(39.29996598, -76.57787247)"
1628 064 121916,1628,064,702 N STREEPER ST,12/19/2016,Madison-Eastend,Eastern,13,"(39.29939104, -76.57756128)"
1629 018F 062708,1629,018F,722 N CURLEY ST,06/27/2008,MADISON-EASTEND,EASTERN,13,"(39.29978399, -76.57617226)"
1629 018G 100311,1629,018G,720 N CURLEY ST,10/03/2011,MADISON-EASTEND,EASTERN,13,"(39.29975029, -76.57617012)"
1629 018K 073115,1629,018K,712 N CURLEY ST,07/31/2015,MADISON-EASTEND,EASTERN,13,"(39.29961518, -76.57616157)"
1629 018M 090309,1629,018M,708 N CURLEY ST,09/03/2009,MADISON-EASTEND,EASTERN,13,"(39.29954922, -76.57615743)"
1629 018P 081211,1629,018P,702 N CURLEY ST,08/12/2011,MADISON-EASTEND,EASTERN,13,"(39.29944806, -76.57615101)"
1630 004 102416,1630,004,3040 E MONUMENT ST,10/24/2016,Madison-Eastend,Eastern,13,"(39.29935922, -76.57403276)"
1630 007 082916,1630,007,3034 E MONUMENT ST,08/29/2016,Madison-Eastend,Eastern,13,"(39.29935353, -76.57416911)"
1630 010 102413,1630,010,3028 E MONUMENT ST,10/24/2013,MADISON-EASTEND,EASTERN,13,"(39.29934703, -76.57430833)"
1635 028 051911,1635,028,612 N CASTLE ST,05/19/2011,CARE,EASTERN,13,"(39.29797294, -76.58889718)"
1635 030 051911,1635,030,608 N CASTLE ST,05/19/2011,CARE,EASTERN,13,"(39.2979034, -76.58889265)"
1636 006 100715,1636,006,611 N CASTLE ST,10/07/2015,CARE,EASTERN,13,"(39.29776453, -76.58840952)"
1637 020 022117,1637,020,629 N DUNCAN ST,02/21/2017,CARE,Eastern,13,"(39.29824337, -76.58706221)"
1638 022 103009,1638,022,621 N COLLINGTON AVE,10/30/2009,CARE,EASTERN,13,"(39.29835873, -76.58636428)"
1640 012 102113,1640,012,622 N MILTON AVE,10/21/2013,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29821207, -76.58249994)"
1640 057 070914,1640,057,2400 MCELDERRY ST,07/09/2014,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29786875, -76.58350232)"
1640 058 120209,1640,058,2402 MCELDERRY ST,12/02/2009,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29786934, -76.58344501)"
1640 063 062917,1640,063,2412 MCELDERRY ST,06/29/2017,McElderry Park,Southeastern,13,"(39.29788738, -76.58319356)"
1642 011 030216,1642,011,2620 MCELDERRY ST,03/02/2016,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29800665, -76.58021085)"
1642 017 071714,1642,017,2632 MCELDERRY ST,07/17/2014,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29802097, -76.57979273)"
1642 018 062917,1642,018,2634 MCELDERRY ST,06/29/2017,McElderry Park,Southeastern,13,"(39.29802278, -76.57974813)"
1642 034 062917,1642,034,622 N LAKEWOOD AVE,06/29/2017,McElderry Park,Southeastern,13,"(39.29857876, -76.57969109)"
1642 036 060711,1642,036,2643 E MONUMENT ST,06/07/2011,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29876031, -76.57960887)"
1642 041 040907,1642,041,2633 E MONUMENT ST,04/09/2007,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29875194, -76.57983905)"
1642 050 062917,1642,050,2615 E MONUMENT ST,06/29/2017,McElderry Park,Southeastern,13,"(39.2987299, -76.58040145)"
5809 002 081018,5809,002,4803 ARABIA AVE,08/10/2018,Waltherson,Notheastern,3,"(39.34358631, -76.5650493)"
5809 016 060319,5809,016,4911 ARABIA AVE,06/03/2019,Waltherson,Notheastern,3,"(39.34541551, -76.5636647)"
5810 014A 031419,5810,014A,3007 AILSA AVE,03/14/2019,Waltherson,Notheastern,3,"(39.34616482, -76.56555963)"
1642 068 062917,1642,068,603 N LUZERNE AVE,06/29/2017,McElderry Park,Southeastern,13,"(39.29818009, -76.58059143)"
